months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
50,69,IN,250/500,500,2188.06,0,FEMALE,College,armed-forces,movies,not-in-family,8643,-38183,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbrook,1,2,NO,2,3,?,35571.38,5429.26,3913.8,26228.32,Suburu,2005,N
291,33,OH,100/300,2000,1747.85,2000000,MALE,PhD,transport-moving,golf,own-child,0,-55751,Vehicle Theft,Side Collision,Trivial Damage,Other,WV,Northbrook,7,3,YES,1,1,YES,108310.55,26314.06,31001.86,50994.63,Jeep,2007,N
80,23,IN,100/300,500,1086.88,0,FEMALE,PhD,transport-moving,base-jumping,other-relative,0,0,Parked Car,Side Collision,Major Damage,Police,WV,Northbrook,22,3,NO,2,1,NO,40516.89,4603.72,4807.32,31105.85,Toyota,2001,N
488,54,OH,250/500,500,1927.22,0,FEMALE,High School,priv-house-serv,base-jumping,husband,0,-38439,Single Vehicle Collision,Front Collision,Trivial Damage,Police,NC,Hillsdale,23,4,NO,0,3,NO,7893.59,853.43,950.09,6090.07,Jeep,2019,Y
382,38,OH,250/500,1000,1189.19,0,FEMALE,Associate,exec-managerial,exercise,unmarried,0,0,Parked Car,Side Collision,Major Damage,None,SC,Springfield,14,4,YES,1,3,YES,35306.01,6638.45,5918.13,22749.43,Accura,2014,N
87,21,IL,100/300,1000,1673.11,3000000,FEMALE,PhD,prof-specialty,exercise,husband,15741,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,PA,Northbend,1,1,YES,1,1,?,61899.41,10920.09,8495.0,42484.32,Accura,1996,N
193,51,OH,500/1000,2000,2485.27,4000000,MALE,College,tech-support,golf,wife,0,-29970,Single Vehicle Collision,Rear Collision,Total Loss,None,VA,Arlington,21,1,?,1,1,YES,111563.99,28791.97,17851.49,64920.53,Chevrolet,2008,N
103,45,OH,250/500,1000,1103.19,0,FEMALE,College,priv-house-serv,paintball,husband,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Fire,VA,Riverview,22,4,NO,0,2,NO,914.72,244.76,186.82,483.14,Audi,2005,N
270,55,OH,100/300,500,2361.05,0,FEMALE,MD,exec-managerial,cross-fit,wife,0,0,Vehicle Theft,?,Trivial Damage,None,VA,Hillsdale,18,1,?,1,2,YES,19381.16,3741.74,2776.18,12863.24,Chevrolet,2014,Y
95,58,IL,250/500,2000,1141.3,0,FEMALE,Masters,tech-support,movies,not-in-family,39122,0,Parked Car,Front Collision,Total Loss,Ambulance,PA,Hillsdale,11,2,YES,0,3,YES,94817.8,13442.16,22888.83,58486.81,Mercedes,2022,N
422,45,OH,500/1000,2000,1580.57,0,MALE,JD,tech-support,exercise,unmarried,0,0,Vehicle Theft,?,Major Damage,Police,VA,Arlington,11,2,?,0,1,?,33159.58,5258.88,5783.95,22116.75,Dodge,1998,N
378,34,OH,100/300,2000,1419.97,0,FEMALE,College,machine-op-inspct,golf,own-child,2979,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbrook,23,1,?,2,2,NO,29173.35,7392.63,3683.89,18096.83,Saab,2007,N
197,31,OH,100/300,500,2066.32,0,FEMALE,Masters,machine-op-inspct,exercise,unmarried,0,-97651,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbrook,4,3,YES,0,3,?,65986.41,8026.56,18268.26,39691.59,Volkswagen,2015,Y
0,24,IN,500/1000,500,622.19,3000000,FEMALE,Masters,armed-forces,paintball,own-child,0,0,Single Vehicle Collision,?,Minor Damage,Ambulance,PA,Northbrook,15,3,YES,0,3,NO,88149.65,17464.42,16673.27,54011.96,Suburu,1995,Y
494,39,IL,500/1000,1000,1754.24,0,MALE,High School,armed-forces,camping,not-in-family,0,0,Vehicle Theft,?,Total Loss,Police,SC,Northbend,19,2,?,0,2,YES,80691.79,22763.59,11559.73,46368.47,Mercedes,1997,N
406,68,IN,100/300,1000,2021.33,0,MALE,PhD,machine-op-inspct,camping,own-child,91704,-77130,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Riverview,21,4,NO,0,2,NO,64350.98,9005.11,14394.68,40951.19,Toyota,2006,N
377,18,IL,500/1000,1000,1444.29,0,MALE,College,exec-managerial,cross-fit,husband,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Other,VA,Northbend,21,2,NO,2,3,NO,5263.56,531.96,1161.06,3570.54,Nissan,2020,N
166,46,IL,500/1000,2000,710.59,0,MALE,College,prof-specialty,reading,own-child,2916,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Arlington,8,2,YES,0,0,YES,7956.78,1569.58,1701.26,4685.94,Audi,1997,N
125,69,IN,100/300,500,989.61,0,FEMALE,Associate,machine-op-inspct,exercise,other-relative,4111,0,Single Vehicle Collision,Side Collision,Minor Damage,None,SC,Riverview,13,2,?,2,1,?,14499.61,2425.71,2540.18,9533.72,Honda,2006,N
312,48,IL,250/500,1000,1859.34,0,FEMALE,MD,prof-specialty,camping,other-relative,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Columbus,22,3,?,2,2,?,55811.21,13565.33,10045.53,32200.35,Nissan,2000,Y
80,47,IL,500/1000,500,2290.87,0,FEMALE,Masters,machine-op-inspct,golf,husband,96488,0,Multi-vehicle Collision,?,Total Loss,Ambulance,OH,Columbus,15,1,?,2,1,?,54515.71,14587.19,6970.2,32958.32,Nissan,2016,Y
417,74,IN,250/500,2000,1343.22,0,MALE,JD,sales,sleeping,husband,95178,0,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,SC,Arlington,11,3,YES,2,2,?,108585.09,16040.98,21441.08,71103.03,Ford,2022,N
250,32,OH,250/500,500,1620.82,0,MALE,Masters,priv-house-serv,paintball,unmarried,0,0,Single Vehicle Collision,Rear Collision,Trivial Damage,Police,NY,Arlington,7,1,?,1,1,YES,45902.46,7452.25,11866.73,26583.48,BMW,1997,Y
168,35,IL,250/500,500,956.77,2000000,MALE,MD,craft-repair,paintball,other-relative,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,8,4,NO,0,0,YES,31663.6,3331.31,4577.04,23755.25,BMW,2021,N
476,52,IN,500/1000,2000,1324.43,0,MALE,Masters,armed-forces,movies,not-in-family,32428,-84316,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Riverview,5,3,NO,1,2,?,20358.38,4526.78,4720.32,11111.28,Mercedes,2012,N
72,67,IL,100/300,1000,1173.58,0,MALE,High School,priv-house-serv,paintball,other-relative,72773,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,12,3,NO,2,2,?,95816.81,20392.08,18040.13,57384.6,Honda,1997,N
140,47,IN,100/300,500,1811.05,0,FEMALE,PhD,armed-forces,sleeping,own-child,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,WV,Columbus,1,2,NO,0,3,?,79337.45,15683.25,11680.31,51973.89,Saab,2015,N
69,51,OH,100/300,500,2469.4,0,MALE,PhD,exec-managerial,paintball,unmarried,22206,-48591,Multi-vehicle Collision,Side Collision,Trivial Damage,None,PA,Hillsdale,20,2,NO,0,0,?,86163.46,12727.46,8616.94,64819.06,Chevrolet,2010,N
261,59,IL,100/300,2000,2126.61,0,FEMALE,Associate,tech-support,base-jumping,unmarried,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Ambulance,NC,Arlington,14,3,YES,0,3,YES,89822.26,19635.45,19736.1,50450.71,Saab,2018,Y
339,28,OH,100/300,500,884.33,0,MALE,High School,sales,paintball,unmarried,0,-57514,Single Vehicle Collision,?,Major Damage,Other,NC,Arlington,15,1,?,2,1,?,7186.68,1604.02,906.29,4676.37,Volkswagen,2002,N
307,44,OH,100/300,500,1655.36,0,MALE,Associate,armed-forces,movies,wife,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,11,4,NO,0,1,?,116003.08,30776.22,18004.75,67222.11,Suburu,1998,Y
244,41,IN,250/500,500,632.82,0,FEMALE,Masters,sales,golf,own-child,0,-72573,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,16,1,NO,2,2,YES,37492.74,6366.46,9445.46,21680.82,Toyota,2000,N
2,52,IL,250/500,2000,993.83,0,FEMALE,College,priv-house-serv,camping,husband,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,21,1,YES,0,2,NO,28660.1,7714.33,5511.22,15434.55,Suburu,2015,N
336,56,IL,250/500,500,844.44,0,FEMALE,JD,transport-moving,paintball,not-in-family,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,NC,Arlington,8,2,NO,2,0,NO,18455.3,4744.29,3470.92,10240.09,Toyota,2003,N
62,25,IL,500/1000,2000,1171.09,0,FEMALE,PhD,exec-managerial,chess,unmarried,0,0,Multi-vehicle Collision,?,Total Loss,Fire,SC,Riverview,18,4,NO,0,2,YES,45901.28,12213.92,8811.71,24875.65,Toyota,1997,N
48,68,IL,500/1000,1000,1857.63,0,MALE,JD,prof-specialty,cross-fit,own-child,0,-25888,Multi-vehicle Collision,Front Collision,Major Damage,None,PA,Arlington,21,1,YES,2,0,?,3198.76,421.01,748.65,2029.1,Ford,2006,N
75,35,IL,500/1000,500,1498.79,4000000,MALE,Associate,other-service,reading,not-in-family,8331,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,23,3,?,1,1,?,54227.21,7416.4,14480.11,32330.7,BMW,2019,N
367,30,IN,100/300,2000,2365.82,0,MALE,JD,priv-house-serv,exercise,own-child,83664,0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,23,4,NO,2,1,NO,51548.97,13785.19,9541.19,28222.59,Toyota,1995,N
174,62,IL,250/500,2000,925.5,0,MALE,Associate,prof-specialty,movies,own-child,0,0,Multi-vehicle Collision,Side Collision,Major Damage,None,OH,Hillsdale,2,3,?,0,0,YES,4524.92,963.33,964.59,2597.0,Honda,1999,N
108,41,OH,500/1000,500,1228.42,0,MALE,High School,prof-specialty,paintball,other-relative,0,0,Parked Car,Side Collision,Trivial Damage,Ambulance,OH,Arlington,1,3,YES,1,3,YES,79599.64,18130.02,23330.14,38139.48,Audi,2014,Y
182,68,OH,250/500,2000,1159.71,0,MALE,JD,armed-forces,cross-fit,not-in-family,38072,0,Single Vehicle Collision,?,Trivial Damage,Other,PA,Northbrook,16,4,YES,2,2,YES,45197.8,8914.29,7757.13,28526.38,Suburu,2010,N
191,40,IL,100/300,1000,971.93,0,MALE,College,priv-house-serv,chest,husband,84627,0,Single Vehicle Collision,Rear Collision,Trivial Damage,None,PA,Springfield,9,3,YES,1,2,?,108725.6,26300.03,29162.2,53263.37,Audi,1998,Y
64,29,IN,250/500,1000,2486.34,0,FEMALE,Masters,craft-repair,golf,unmarried,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Other,NY,Columbus,18,3,YES,0,2,YES,67838.99,14520.83,16246.74,37071.42,Toyota,2020,Y
336,66,IN,100/300,1000,1274.45,0,MALE,MD,sales,chess,husband,96817,-78435,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,2,2,YES,1,0,?,14654.2,1762.41,2955.02,9936.77,Toyota,1996,N
450,47,IL,500/1000,1000,2381.02,1000000,FEMALE,High School,tech-support,reading,husband,0,0,Vehicle Theft,Front Collision,Minor Damage,Ambulance,PA,Springfield,21,3,YES,2,3,YES,66661.36,10341.76,9648.9,46670.7,Chevrolet,1997,N
473,48,OH,100/300,2000,1280.95,5000000,FEMALE,High School,transport-moving,sleeping,other-relative,0,-34303,Single Vehicle Collision,Front Collision,Major Damage,None,NY,Hillsdale,3,2,?,2,0,?,76178.2,21640.32,21252.67,33285.21,Chevrolet,2020,N
270,45,IL,100/300,2000,908.18,0,FEMALE,Masters,armed-forces,sleeping,husband,0,0,Multi-vehicle Collision,Side Collision,Trivial Damage,Fire,OH,Hillsdale,19,2,?,0,1,NO,94176.44,17847.46,16888.32,59440.66,Mercedes,2004,Y
99,39,IL,250/500,1000,738.41,0,MALE,MD,other-service,golf,husband,0,0,Single Vehicle Collision,?,Major Damage,Fire,WV,Springfield,10,4,?,1,3,?,7146.15,998.54,1906.1,4241.51,Honda,2021,N
31,61,IL,100/300,1000,2211.13,0,FEMALE,High School,prof-specialty,reading,own-child,0,0,Single Vehicle Collision,?,Minor Damage,Ambulance,VA,Arlington,13,4,YES,0,2,?,34806.56,6023.56,6209.16,22573.84,Saab,2022,N
351,45,IN,500/1000,1000,564.2,0,MALE,Associate,armed-forces,chest,own-child,46806,-90823,Multi-vehicle Collision,?,Trivial Damage,None,VA,Northbend,13,2,YES,2,0,YES,9943.64,1555.08,2203.84,6184.72,BMW,2010,N
127,30,IN,500/1000,1000,2428.79,0,FEMALE,Associate,sales,reading,unmarried,0,-75080,Single Vehicle Collision,?,Trivial Damage,Other,NC,Springfield,1,3,YES,2,3,YES,64174.88,14649.98,10541.34,38983.56,Nissan,2017,Y
451,42,OH,100/300,1000,1336.38,3000000,FEMALE,Associate,machine-op-inspct,movies,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,OH,Arlington,22,1,YES,0,0,?,90288.21,19020.1,21794.32,49473.79,Honda,2013,Y
401,61,OH,250/500,2000,994.75,0,FEMALE,College,priv-house-serv,sleeping,unmarried,0,0,Vehicle Theft,?,Trivial Damage,Police,PA,Riverview,1,3,YES,1,3,?,109012.48,13338.62,16434.75,79239.11,Volkswagen,2015,N
368,68,IL,500/1000,1000,1734.89,0,FEMALE,College,transport-moving,camping,unmarried,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,PA,Northbend,20,2,?,2,2,YES,55269.36,15322.32,6029.97,33917.07,Suburu,2010,N
338,63,OH,500/1000,1000,765.83,0,MALE,JD,transport-moving,reading,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Northbrook,16,4,?,2,3,YES,21198.61,3595.89,3287.22,14315.5,Suburu,2009,N
42,24,IL,100/300,500,644.29,2000000,FEMALE,Associate,priv-house-serv,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,13,3,NO,0,2,NO,107347.05,25847.7,23172.76,58326.59,BMW,2001,N
371,62,OH,100/300,2000,2155.57,0,MALE,MD,tech-support,chest,other-relative,0,0,Parked Car,?,Total Loss,Police,WV,Northbrook,3,2,?,2,3,?,3500.72,666.2,446.4,2388.12,Saab,2006,N
418,23,IL,500/1000,1000,1349.34,0,FEMALE,JD,tech-support,chess,not-in-family,0,-66393,Single Vehicle Collision,Rear Collision,Major Damage,None,SC,Arlington,5,1,?,1,1,?,34563.44,10185.18,3889.74,20488.52,Toyota,2005,N
487,41,IN,100/300,2000,1536.51,0,FEMALE,College,exec-managerial,camping,unmarried,0,-6257,Parked Car,?,Total Loss,Other,NY,Columbus,8,1,YES,2,0,NO,16157.05,3704.02,2565.8,9887.23,Ford,2007,N
77,36,IL,100/300,500,853.39,0,MALE,Masters,sales,chest,wife,0,0,Parked Car,?,Major Damage,Fire,WV,Columbus,12,1,NO,0,1,YES,115224.52,33868.17,14271.14,67085.21,Mercedes,2014,Y
313,36,IN,500/1000,500,622.85,0,FEMALE,Masters,sales,chess,unmarried,0,0,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,VA,Hillsdale,22,1,?,2,3,NO,38690.67,10060.5,10566.07,18064.1,Honda,1998,Y
288,53,IN,250/500,1000,1235.55,0,FEMALE,MD,sales,cross-fit,husband,0,0,Vehicle Theft,Rear Collision,Total Loss,Police,PA,Columbus,17,1,?,2,2,YES,32631.86,7095.64,9127.25,16408.97,Chevrolet,2011,N
269,68,OH,250/500,1000,1512.29,0,FEMALE,Masters,craft-repair,reading,unmarried,80980,0,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Columbus,21,4,NO,2,2,NO,24608.61,5570.36,4598.45,14439.8,Audi,2001,Y
161,26,OH,500/1000,1000,2030.86,3000000,MALE,Associate,machine-op-inspct,paintball,husband,51604,0,Vehicle Theft,Front Collision,Trivial Damage,Ambulance,SC,Columbus,9,3,NO,2,3,?,42288.63,10124.59,4414.24,27749.8,Mercedes,2017,Y
188,65,IN,100/300,1000,1502.1,1000000,MALE,MD,transport-moving,golf,husband,49497,0,Parked Car,Rear Collision,Trivial Damage,Fire,VA,Springfield,11,2,NO,1,2,YES,78602.23,18378.72,20182.14,40041.37,Ford,2002,Y
246,53,IL,500/1000,500,2065.01,0,MALE,Associate,exec-managerial,chess,other-relative,0,0,Multi-vehicle Collision,?,Trivial Damage,None,NC,Springfield,3,4,YES,2,0,?,40215.91,4680.97,8990.96,26543.98,Dodge,2010,Y
387,55,IL,500/1000,2000,730.87,0,FEMALE,Masters,sales,movies,other-relative,0,0,Single Vehicle Collision,Front Collision,Trivial Damage,Other,NY,Springfield,10,1,?,0,1,?,21380.6,4779.0,2964.04,13637.56,Chevrolet,2009,Y
215,57,OH,100/300,1000,627.93,0,FEMALE,JD,armed-forces,golf,not-in-family,13757,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,7,2,NO,2,3,YES,48645.59,7740.9,13847.08,27057.61,Volkswagen,1998,N
314,46,IL,250/500,2000,817.72,0,MALE,High School,armed-forces,chess,not-in-family,0,-49984,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Arlington,21,4,NO,0,3,?,23949.35,4126.58,4101.87,15720.9,Nissan,2015,N
412,41,IL,250/500,1000,2044.02,0,FEMALE,MD,sales,chest,unmarried,0,0,Single Vehicle Collision,Front Collision,Trivial Damage,Police,SC,Hillsdale,3,2,?,2,1,NO,3242.36,374.87,662.1,2205.39,Dodge,2000,N
338,65,IL,100/300,1000,2018.66,0,MALE,PhD,tech-support,base-jumping,not-in-family,87631,-76502,Single Vehicle Collision,?,Major Damage,Ambulance,WV,Northbrook,20,2,NO,0,1,NO,58464.5,14752.29,6615.33,37096.88,Audi,2016,N
389,22,IN,500/1000,500,782.74,3000000,MALE,JD,priv-house-serv,reading,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Trivial Damage,Police,SC,Riverview,6,3,NO,2,2,YES,66518.56,10639.92,13787.2,42091.44,BMW,1997,N
376,70,IN,100/300,1000,561.98,3000000,FEMALE,PhD,armed-forces,chest,wife,0,-63758,Multi-vehicle Collision,?,Total Loss,Other,SC,Riverview,21,2,YES,2,2,?,44049.27,7864.68,9548.69,26635.9,Dodge,2000,N
480,71,IL,500/1000,1000,1870.56,1000000,MALE,College,prof-specialty,sleeping,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,13,3,NO,2,1,NO,21624.89,5002.03,3344.56,13278.3,Accura,1996,N
432,59,OH,100/300,1000,2210.56,0,FEMALE,Associate,other-service,exercise,not-in-family,0,-95086,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Arlington,9,4,?,1,0,NO,26531.37,7863.01,6483.18,12185.18,Dodge,2003,N
167,72,IL,100/300,500,2008.22,2000000,FEMALE,Masters,craft-repair,camping,unmarried,0,-36293,Single Vehicle Collision,?,Trivial Damage,None,OH,Springfield,8,2,NO,2,1,NO,65206.15,7087.51,15060.27,43058.37,Accura,1997,Y
338,62,OH,250/500,2000,905.6,0,MALE,Associate,priv-house-serv,paintball,not-in-family,32804,0,Single Vehicle Collision,Front Collision,Trivial Damage,Ambulance,OH,Arlington,20,3,?,1,0,NO,38262.43,4226.09,6741.06,27295.28,Accura,2017,Y
192,43,IN,250/500,500,1667.54,0,MALE,College,exec-managerial,golf,other-relative,21066,0,Single Vehicle Collision,Side Collision,Trivial Damage,Police,NY,Columbus,21,3,YES,2,1,NO,60709.64,10012.04,11372.74,39324.86,Toyota,2006,Y
452,31,IL,100/300,1000,2014.73,0,MALE,College,exec-managerial,chest,wife,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,OH,Springfield,10,4,?,0,3,NO,116478.41,29287.41,22832.51,64358.49,Jeep,2016,Y
282,56,IL,100/300,1000,1011.66,3000000,FEMALE,PhD,tech-support,movies,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,Hillsdale,14,4,NO,1,1,?,23235.72,6473.11,2867.15,13895.46,Accura,2002,N
335,46,OH,250/500,1000,1555.44,0,MALE,JD,sales,reading,not-in-family,0,-85447,Multi-vehicle Collision,?,Total Loss,None,WV,Northbend,13,1,NO,2,1,NO,100486.82,12155.19,24440.28,63891.35,BMW,1997,N
389,69,OH,500/1000,2000,1128.92,0,FEMALE,MD,craft-repair,base-jumping,wife,0,0,Parked Car,?,Trivial Damage,Ambulance,VA,Northbend,16,2,NO,0,1,NO,76708.74,12877.58,8554.75,55276.41,Honda,2017,N
487,23,IL,250/500,2000,951.15,0,MALE,Associate,priv-house-serv,reading,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,NC,Northbend,11,2,?,1,1,NO,83953.34,14027.1,14684.79,55241.45,Mercedes,2004,Y
12,24,IL,500/1000,1000,2439.18,0,MALE,Masters,tech-support,cross-fit,unmarried,89489,0,Single Vehicle Collision,?,Trivial Damage,Police,VA,Northbrook,23,2,NO,0,1,?,31891.57,4778.94,5830.75,21281.88,BMW,2001,Y
239,54,OH,250/500,1000,2325.16,0,MALE,PhD,other-service,movies,own-child,0,0,Multi-vehicle Collision,?,Total Loss,None,SC,Columbus,5,2,?,2,0,?,10112.12,2453.39,1612.95,6045.78,Ford,1998,N
319,70,IN,250/500,2000,1391.34,0,MALE,MD,armed-forces,sleeping,not-in-family,0,-73758,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbend,5,4,?,1,3,YES,53999.61,10972.11,6915.47,36112.03,Honda,2000,N
445,35,OH,500/1000,500,773.56,3000000,FEMALE,Associate,craft-repair,chess,other-relative,54487,0,Multi-vehicle Collision,?,Total Loss,None,NY,Springfield,5,2,NO,2,1,NO,40346.85,4291.91,10343.46,25711.48,Accura,2001,N
482,40,IL,100/300,500,1955.81,2000000,FEMALE,MD,sales,exercise,husband,24010,0,Single Vehicle Collision,Front Collision,Major Damage,Police,OH,Riverview,18,4,NO,2,0,NO,7288.81,795.18,1574.21,4919.42,Dodge,2010,Y
146,61,IN,250/500,2000,1011.4,3000000,MALE,High School,tech-support,movies,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,PA,Hillsdale,19,1,NO,2,3,?,88244.32,17076.01,10261.3,60907.01,Mercedes,2010,N
203,55,IN,250/500,2000,837.04,0,MALE,PhD,tech-support,camping,other-relative,0,0,Single Vehicle Collision,Rear Collision,Major Damage,None,NC,Springfield,18,1,YES,0,3,?,119559.1,18410.11,35207.64,65941.35,Saab,1996,Y
79,18,IN,250/500,1000,1263.06,0,MALE,JD,armed-forces,cross-fit,not-in-family,0,0,Single Vehicle Collision,?,Trivial Damage,Police,NY,Columbus,2,1,?,2,0,NO,41424.12,4539.15,8410.4,28474.57,BMW,2005,Y
378,21,IN,100/300,2000,1559.7,0,MALE,Associate,craft-repair,camping,not-in-family,0,0,Multi-vehicle Collision,?,Trivial Damage,Other,SC,Hillsdale,4,1,?,1,1,NO,118099.09,16767.59,32105.43,69226.07,Suburu,1998,Y
42,68,IL,250/500,2000,694.88,3000000,MALE,MD,priv-house-serv,chess,husband,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,18,4,NO,1,3,NO,106434.62,12733.89,16344.51,77356.22,Accura,2007,N
457,61,IN,100/300,1000,1643.49,0,MALE,JD,craft-repair,movies,wife,1835,0,Single Vehicle Collision,Side Collision,Total Loss,Other,VA,Columbus,11,3,?,0,1,?,36195.04,9939.53,9315.14,16940.37,Dodge,2001,Y
88,64,OH,250/500,2000,530.7,0,MALE,Associate,exec-managerial,golf,not-in-family,0,0,Single Vehicle Collision,?,Trivial Damage,Other,PA,Arlington,14,4,YES,2,0,YES,4971.16,736.15,1246.24,2988.77,Dodge,1999,Y
147,52,OH,500/1000,1000,2283.74,0,MALE,JD,tech-support,golf,husband,51717,0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Arlington,23,3,YES,0,0,NO,119799.84,25069.75,17040.1,77689.99,Volkswagen,2009,N
94,40,OH,250/500,500,2341.48,0,MALE,Masters,craft-repair,movies,husband,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,9,2,YES,1,3,?,88752.91,9781.21,10235.56,68736.14,Suburu,2018,Y
451,44,IL,250/500,500,1966.14,0,MALE,Masters,machine-op-inspct,chess,wife,0,0,Single Vehicle Collision,?,Trivial Damage,Other,WV,Springfield,12,4,?,2,1,?,69338.13,17753.86,7656.99,43927.28,Volkswagen,2021,Y
427,43,IN,100/300,500,1433.1,0,FEMALE,Associate,sales,paintball,not-in-family,69178,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Riverview,3,4,?,0,3,YES,37988.19,4264.87,8299.24,25424.08,Mercedes,2015,N
150,69,OH,100/300,1000,1009.79,0,MALE,PhD,transport-moving,reading,not-in-family,95950,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Columbus,1,1,NO,1,2,?,59886.58,8394.1,6280.1,45212.38,Toyota,2019,N
